,Business Name,Source,Street Address,City,State,Zip,Title.1,Document URL,Key Nature,Docket Num,Court Juris,Filed Date
177,"LUXOTTICA OF AMERICA, INC.",,,,,,ALMA OCHOA V. LUXOTTICA RETAIL,https://www.westlaw.com/Document/I5E85548BDD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D17%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=17&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,30-2020-01154468-CU-OE-CJC,CA ORANGE SUPER. CT.,2020-08-10
178,Skyskopes Inc,,,,,,Atlas Vargas v. Skyskopes Inc,https://www.westlaw.com/Document/I2A6059D5DD0A11EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D30%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=30&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,2020-00544196,CA Ventura Super. Ct.,2020-08-11
179,San Diego Sunrise Management Company,https://businesssearch.sos.ca.gov/,7837 CONVOY CT STE 100,SAN DIEGO,CA,92111,Clavel v. San Diego Sunrise Management Company,https://www.westlaw.com/Document/IC20AB6E7DD2211EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D46%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=46&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,37-2020-00028205-CU-OE-CTL,CA San Diego Super.Ct.,2020-08-11
180,EAST VALLEY COMMUNITY HEALTH CENTER INC.,,,,,,"DARLENE GLASSER V. EAST VALLEY COMMUNITY HEALTH CENTER, INC.",https://www.westlaw.com/Document/I11772D4CDD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D58%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=58&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,20STCV30349,CA LOS ANGELES SUPER. CT.,2020-08-11
181,"Pacific Agri-Products, Inc, A California Corporation",,,,,,"Dionicio v. Pacific Agri-Products, Inc, A California Corpora",https://www.westlaw.com/Document/I2474AB0DDD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D60%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=60&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,RG20070369,CA Alameda Super. Ct.,2020-08-06
182,KING'S SEAFOOD CO.LLC,,,,,,FORMOSA V. KING'S SEAFOOD CO. LLC,https://www.westlaw.com/Document/I6A62B24DDD2611EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D70%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=70&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,CIVDS2015780,CA SAN BERNARDINO SUPER. CT,2020-07-29
183,"Lyft, Inc",,,,,,"Garcia-Brower v. Lyft, Inc",https://www.westlaw.com/Document/I2474CF39DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D77%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=77&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,RG20070283,CA Alameda Super. Ct.,2020-08-05
184,"Uber Technologies, Inc",,,,,,"Garcia-Brower v. Uber Technologies, Inc",https://www.westlaw.com/Document/I2474CF3FDD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D78%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=78&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,RG20070281,CA Alameda Super. Ct.,2020-08-05
185,Sanmina Corporation,https://businesssearch.sos.ca.gov/,2700 N FIRST ST,SAN JOSE,CA,95134,Gayelyn Gates v. Dennis Young Et Al,https://www.westlaw.com/Document/I13369E16DD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D82%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=82&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,20CV369222,CA Santa Clara Super. CT.,2020-08-07
186,"COMMUNITY HEALTH SYSTEMS, INC",,,,,,GONZALEZ V. COMMUNITY HEALTH,https://www.westlaw.com/Document/IE108A763DD2511EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D88%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=88&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,CIVDS2015678,CA SAN BERNARDINO SUPER. CT,2020-07-28
187,Regents Of The University Of California,,,,,,"Hayes v. University Of California At Berkeley, A Public Enti",https://www.westlaw.com/Document/I2474AB5BDD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D92%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=92&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,RG20070331,CA Alameda Super. Ct.,2020-08-05
188,"University Of California At Berkeley, A Public Entity",,,,,,"Hayes v. University Of California At Berkeley, A Public Enti",https://www.westlaw.com/Document/I2474AB5BDD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D92%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=92&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,RG20070331,CA Alameda Super. Ct.,2020-08-05
189,PACIFIC CARDIOVASCULAR ASSOCIATES MEDI,,,,,,"JAMES REZNICK V. PACIFIC CARDIOVASCULAR ASSOCIATES MEDICAL GROUP, INC.",https://www.westlaw.com/Document/I5F24546FDD1C11EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D109%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=109&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,30-2020-01154320-CU-OE-CXC,CA ORANGE SUPER. CT.,2020-08-07
190,"Opera San Jose, Incorporated",https://businesssearch.sos.ca.gov/,2149 PARAGON DRIVE,SAN JOSE,CA,95131,"Jorge Vallejo Perez v. Opera San Jose, Incorporated",https://www.westlaw.com/Document/I13369EFADD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D121%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=121&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,20CV369181,CA Santa Clara Super. CT.,2020-08-06
191,BERGER INC.,,,,,,"KAWNIE D. LOWTHER V. SPECIAL CARE NURSING SERVICES, INC., ET AL.",https://www.westlaw.com/Document/I1B289DE0DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D133%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=133&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,20STCV30444,CA LOS ANGELES SUPER. CT.,2020-08-11
192,SPECIAL CARE NURSING SERVICES INC.,,,,,,"KAWNIE D. LOWTHER V. SPECIAL CARE NURSING SERVICES, INC., ET AL.",https://www.westlaw.com/Document/I1B289DE0DCFB11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D133%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=133&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,20STCV30444,CA LOS ANGELES SUPER. CT.,2020-08-11
193,"SHARKEEZ RESTAURANT GROUP, LLC",,,,,,"MATTHEW SHAPLEY V. SHARKEEZ RESTAURANT GROUP, LLC",https://www.westlaw.com/Document/I5E837FF7DD1C11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D153%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=153&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,30-2020-01154368-CU-OE-CXC,CA ORANGE SUPER. CT.,2020-08-07
194,"REAGENT CHEMICAL AND RESEARCH,INC",,,,,,"MATTHEWS V. REAGENT CHEMICAL AND RESEARCH, INC",https://www.westlaw.com/Document/IDD4C3979DD2511EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D154%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=154&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,CIVDS2015814,CA SAN BERNARDINO SUPER. CT,2020-07-29
195,"STAFFING NETWORK, LLC",,,,,,"MATTHEWS V. REAGENT CHEMICAL AND RESEARCH, INC",https://www.westlaw.com/Document/IDD4C3979DD2511EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D154%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=154&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,CIVDS2015814,CA SAN BERNARDINO SUPER. CT,2020-07-29
196,ART DOE,,,,,,"MATTHEWS V. REAGENT CHEMICAL AND RESEARCH, INC",https://www.westlaw.com/Document/IDD4C3979DD2511EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D154%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=154&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,CIVDS2015814,CA SAN BERNARDINO SUPER. CT,2020-07-29
197,"Goodwill Industries Of The Redwood Empire, A California Corporation",,,,,,"Morgan v. Goodwill Industries Of The Redwood Empire, A California Corporation",https://www.westlaw.com/Document/I247482F0DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D167%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=167&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,SCV-266865,CA Sonoma Super. Ct.,2020-08-11
198,"Ulta Beauty Cosmetics, LLC",,,,,,"Nang Chan v. Ulta Beauty Cosmetics, LLC/ COMPLEX/ CLASS ACTION",https://www.westlaw.com/Document/I2150A8DDDD3911EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D169%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=169&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,20CECG02371,CA Fresno Super. Ct.,2020-08-12
199,"AMERIT FLEET SOLUTIONS, INC",,,,,,"PEREZ, ET AL V. AMERIT FLEET SOULTIONS",https://www.westlaw.com/Document/IE108A7AEDD2511EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D180%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=180&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,CIVDS2015781,CA SAN BERNARDINO SUPER. CT,2020-07-29
200,EPISCOPAL ECONOMIC DEVELOPMENT INC.,,,,,,"ROGER ARGUETA V. EPISCOPAL ECONOMIC DEVELOPMENT, INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I117707D4DD0111EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D188%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=188&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,20STCV30328,CA LOS ANGELES SUPER. CT.,2020-08-11
201,Home Depost U.S.A,,,,,,Sanchez v. Home Depost U.S.A,https://www.westlaw.com/Document/I2474CF87DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D196%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=196&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,HG20070357,CA Alameda Super. Ct.,2020-08-11
202,Deaf Community Services Of San Diego Inc,,,,,,Sandifer v. Deaf Community Services Of San Diego Inc,https://www.westlaw.com/Document/IC20AB819DD2211EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D198%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=198&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,37-2020-00028142-CU-OE-CTL,CA San Diego Super.Ct.,2020-08-11
203,"Alta Devices, Inc.",https://businesssearch.sos.ca.gov/,545 OAKMEAD PARKWAY,SUNNYVALE,CA,94085,Scott Gunderson Et Al v. Jian Ding Et Al,https://www.westlaw.com/Document/I13369E82DD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D201%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=201&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,Labor & Employment,20CV369204,CA Santa Clara Super. CT.,2020-08-07
204,NEW SENIOR RESOURCE GROUP INC,,,,,,SERGIO CHIMAL V. SRG OPERATING INC,https://www.westlaw.com/Document/I5E837FEDDD1C11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D204%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=204&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,30-2020-01154191-CU-OE-CJC,CA ORANGE SUPER. CT.,2020-08-07
205,SRG OPERATING INC,,,,,,SERGIO CHIMAL V. SRG OPERATING INC,https://www.westlaw.com/Document/I5E837FEDDD1C11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D204%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=204&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,LABOR & EMPLOYMENT,30-2020-01154191-CU-OE-CJC,CA ORANGE SUPER. CT.,2020-08-07
